time_updated,time_updatedISO,time_updateduk,disclaimer,chartName,bpi_USD_code,bpi_USD_symbol,bpi_USD_rate,bpi_USD_description,bpi_USD_rate_float,bpi_GBP_code,bpi_GBP_symbol,bpi_GBP_rate,bpi_GBP_description,bpi_GBP_rate_float,bpi_EUR_code,bpi_EUR_symbol,bpi_EUR_rate,bpi_EUR_description,bpi_EUR_rate_float,ETL_time
"Jun 15, 2024 14:46:05 UTC",2024-06-15T14:46:05+00:00,"Jun 15, 2024 at 15:46 BST",This data was produced from the CoinDesk Bitcoin Price Index (USD). Non-USD currency data converted using hourly conversion rate from openexchangerates.org,Bitcoin,USD,&#36;,"66,336.521",United States Dollar,66336.5213,GBP,&pound;,"52,348.869",British Pound Sterling,52348.8687,EUR,&euro;,"61,895.49",Euro,61895.4902,2024-46-06/15/24 15:46:11
"Jun 15, 2024 14:46:05 UTC",2024-06-15T14:46:05+00:00,"Jun 15, 2024 at 15:46 BST",This data was produced from the CoinDesk Bitcoin Price Index (USD). Non-USD currency data converted using hourly conversion rate from openexchangerates.org,Bitcoin,USD,&#36;,"66,336.521",United States Dollar,66336.5213,GBP,&pound;,"52,348.869",British Pound Sterling,52348.8687,EUR,&euro;,"61,895.49",Euro,61895.4902,2024-46-06/15/24 15:46:11

