time_updated|time_updatedISO|time_updateduk|disclaimer|chartName|bpi_USD_code|bpi_USD_symbol|bpi_USD_rate|bpi_USD_description|bpi_USD_rate_float|bpi_GBP_code|bpi_GBP_symbol|bpi_GBP_rate|bpi_GBP_description|bpi_GBP_rate_float|bpi_EUR_code|bpi_EUR_symbol|bpi_EUR_rate|bpi_EUR_description|bpi_EUR_rate_float|ETL_time
Jul 15, 2024 17:32:45 UTC|2024-07-15T17:32:45+00:00|Jul 15, 2024 at 18:32 BST|This data was produced from the CoinDesk Bitcoin Price Index (USD). Non-USD currency data converted using hourly conversion rate from openexchangerates.org|Bitcoin|USD|&#36;|63,568.388|United States Dollar|63568.388|GBP|&pound;|48,982.876|British Pound Sterling|48982.8756|EUR|&euro;|58,285.537|Euro|58285.5371|2024-33-07/15/24 12:33:13
