time_updated,time_updatedISO,time_updateduk,disclaimer,chartName,bpi_USD_code,bpi_USD_symbol,bpi_USD_rate,bpi_USD_description,bpi_USD_rate_float,bpi_GBP_code,bpi_GBP_symbol,bpi_GBP_rate,bpi_GBP_description,bpi_GBP_rate_float,bpi_EUR_code,bpi_EUR_symbol,bpi_EUR_rate,bpi_EUR_description,bpi_EUR_rate_float,ETL_time
"Jun 11, 2024 22:26:26 UTC",2024-06-11T22:26:26+00:00,"Jun 11, 2024 at 23:26 BST",This data was produced from the CoinDesk Bitcoin Price Index (USD). Non-USD currency data converted using hourly conversion rate from openexchangerates.org,Bitcoin,USD,&#36;,"67,465.639",United States Dollar,67465.6391,GBP,&pound;,"52,950.137",British Pound Sterling,52950.1369,EUR,&euro;,"62,800.93",Euro,62800.9298,2024-27-06/12/24 19:27:19
